"subject" "activity" "Variable" "Average"
9 "WALKING_UPSTAIRS" "tbodygyro_energy_y" -0.901808866180556
9 "WALKING_UPSTAIRS" "tbodygyro_energy_z" -0.8500811578125
9 "WALKING_UPSTAIRS" "tbodygyro_entropy_x" -0.0601193122892361
9 "WALKING_UPSTAIRS" "tbodygyro_entropy_y" 0.001874223190625
9 "WALKING_UPSTAIRS" "tbodygyro_entropy_z" 0.00989288538715278
9 "WALKING_UPSTAIRS" "tbodygyro_iqr_x" -0.677833379439583
9 "WALKING_UPSTAIRS" "tbodygyro_iqr_y" -0.715870831180556
9 "WALKING_UPSTAIRS" "tbodygyro_iqr_z" -0.645178157836806
9 "WALKING_UPSTAIRS" "tbodygyro_mad_x" -0.679911399142361
9 "WALKING_UPSTAIRS" "tbodygyro_mad_y" -0.685890818576389
9 "WALKING_UPSTAIRS" "tbodygyro_mad_z" -0.597040527375
9 "WALKING_UPSTAIRS" "tbodygyro_max_x" -0.634876718472222
9 "WALKING_UPSTAIRS" "tbodygyro_max_y" -0.741109958159722
9 "WALKING_UPSTAIRS" "tbodygyro_max_z" -0.437097859848264
9 "WALKING_UPSTAIRS" "tbodygyro_mean_x" -0.0701318154561458
9 "WALKING_UPSTAIRS" "tbodygyro_mean_y" -0.0729884312991667
9 "WALKING_UPSTAIRS" "tbodygyro_mean_z" 0.109092913237986
9 "WALKING_UPSTAIRS" "tbodygyro_min_x" 0.592104063513889
9 "WALKING_UPSTAIRS" "tbodygyro_min_y" 0.710618216631944
9 "WALKING_UPSTAIRS" "tbodygyro_min_z" 0.524386309368056
9 "WALKING_UPSTAIRS" "tbodygyro_sma" -0.54954184606875
9 "WALKING_UPSTAIRS" "tbodygyro_std_x" -0.676452392569444
9 "WALKING_UPSTAIRS" "tbodygyro_std_y" -0.670498220701389
9 "WALKING_UPSTAIRS" "tbodygyro_std_z" -0.587557692291458
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_x_1" -0.173664721025521
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_x_2" 0.0564713688464931
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_x_3" 0.15844223480591
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_x_4" 0.0964596296836806
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_y_1" -0.290445478276736
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_y_2" 0.220250084134757
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_y_3" 0.00126589062569444
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_y_4" 0.171194734673403
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_z_1" -0.217768535575903
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_z_2" 0.019985531203125
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_z_3" 0.0455455886223611
9 "WALKING_UPSTAIRS" "tbodygyrojerk_arcoeff_z_4" 0.0481049191569444
9 "WALKING_UPSTAIRS" "tbodygyrojerk_correlation_x_y" -0.0111291581503472
9 "WALKING_UPSTAIRS" "tbodygyrojerk_correlation_x_z" 0.167044974764792
9 "WALKING_UPSTAIRS" "tbodygyrojerk_correlation_y_z" 0.118754676428472
9 "WALKING_UPSTAIRS" "tbodygyrojerk_energy_x" -0.948851271701389
9 "WALKING_UPSTAIRS" "tbodygyrojerk_energy_y" -0.948139849201389
9 "WALKING_UPSTAIRS" "tbodygyrojerk_energy_z" -0.935355601736111
9 "WALKING_UPSTAIRS" "tbodygyrojerk_entropy_x" 0.114599547008681
9 "WALKING_UPSTAIRS" "tbodygyrojerk_entropy_y" 0.137382466477778
9 "WALKING_UPSTAIRS" "tbodygyrojerk_entropy_z" 0.0421724663125
9 "WALKING_UPSTAIRS" "tbodygyrojerk_iqr_x" -0.775673305381944
9 "WALKING_UPSTAIRS" "tbodygyrojerk_iqr_y" -0.784489710416667
9 "WALKING_UPSTAIRS" "tbodygyrojerk_iqr_z" -0.774848882118056
9 "WALKING_UPSTAIRS" "tbodygyrojerk_mad_x" -0.763637090416667
9 "WALKING_UPSTAIRS" "tbodygyrojerk_mad_y" -0.779055281145833
9 "WALKING_UPSTAIRS" "tbodygyrojerk_mad_z" -0.752110165972222
9 "WALKING_UPSTAIRS" "tbodygyrojerk_max_x" -0.746619114375
9 "WALKING_UPSTAIRS" "tbodygyrojerk_max_y" -0.792998381527778
9 "WALKING_UPSTAIRS" "tbodygyrojerk_max_z" -0.721247680121528
9 "WALKING_UPSTAIRS" "tbodygyrojerk_mean_x" -0.0892254930640278
9 "WALKING_UPSTAIRS" "tbodygyrojerk_mean_y" -0.0397344421815972
9 "WALKING_UPSTAIRS" "tbodygyrojerk_mean_z" -0.053402884281875
9 "WALKING_UPSTAIRS" "tbodygyrojerk_min_x" 0.7996786880625
9 "WALKING_UPSTAIRS" "tbodygyrojerk_min_y" 0.845670797708333
9 "WALKING_UPSTAIRS" "tbodygyrojerk_min_z" 0.819717772777778
9 "WALKING_UPSTAIRS" "tbodygyrojerk_sma" -0.768409652569444
9 "WALKING_UPSTAIRS" "tbodygyrojerk_std_x" -0.7617108665625
9 "WALKING_UPSTAIRS" "tbodygyrojerk_std_y" -0.773273878854167
9 "WALKING_UPSTAIRS" "tbodygyrojerk_std_z" -0.744656038298611
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_arcoeff1" 0.232590111362153
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_arcoeff2" -0.161323503106111
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_arcoeff3" -0.0160630806090764
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_arcoeff4" -0.196946325668229
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_energy" -0.946363804583333
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_entropy" 0.315574493042535
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_iqr" -0.806594130381944
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_mad" -0.796943696597222
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_max" -0.795635492395833
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_mean" -0.7629795809375
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_min" -0.796348802197917
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_sma" -0.7629795809375
9 "WALKING_UPSTAIRS" "tbodygyrojerkmag_std" -0.786176892048611
9 "WALKING_UPSTAIRS" "tbodygyromag_arcoeff1" -0.134985639463542
9 "WALKING_UPSTAIRS" "tbodygyromag_arcoeff2" 0.0191331772392396
9 "WALKING_UPSTAIRS" "tbodygyromag_arcoeff3" 0.10012859236875
9 "WALKING_UPSTAIRS" "tbodygyromag_arcoeff4" -0.0817126595448611
9 "WALKING_UPSTAIRS" "tbodygyromag_energy" -0.826695135451389
9 "WALKING_UPSTAIRS" "tbodygyromag_entropy" 0.396390028728472
9 "WALKING_UPSTAIRS" "tbodygyromag_iqr" -0.642010448756944
9 "WALKING_UPSTAIRS" "tbodygyromag_mad" -0.626993022752778
9 "WALKING_UPSTAIRS" "tbodygyromag_max" -0.68718306415625
9 "WALKING_UPSTAIRS" "tbodygyromag_mean" -0.550201866572569
9 "WALKING_UPSTAIRS" "tbodygyromag_min" -0.638352681215278
9 "WALKING_UPSTAIRS" "tbodygyromag_sma" -0.550201866572569
9 "WALKING_UPSTAIRS" "tbodygyromag_std" -0.663198385034722
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_x_1" -0.503116858298958
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_x_2" 0.557192314732639
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_x_3" -0.610482540034722
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_x_4" 0.663003197638889
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_y_1" -0.458109724228125
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_y_2" 0.452226082529861
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_y_3" -0.483108895607639
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_y_4" 0.528532326447917
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_z_1" -0.502594532529861
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_z_2" 0.542895926222222
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_z_3" -0.582851780013889
9 "WALKING_UPSTAIRS" "tgravityacc_arcoeff_z_4" 0.619601067979167
9 "WALKING_UPSTAIRS" "tgravityacc_correlation_x_y" -0.158427497709375
9 "WALKING_UPSTAIRS" "tgravityacc_correlation_x_z" 0.00242441847986112
9 "WALKING_UPSTAIRS" "tgravityacc_correlation_y_z" 0.0873824099399306
9 "WALKING_UPSTAIRS" "tgravityacc_energy_x" 0.515609351038194
9 "WALKING_UPSTAIRS" "tgravityacc_energy_y" -0.953003848194444
9 "WALKING_UPSTAIRS" "tgravityacc_energy_z" -0.615731763055556
9 "WALKING_UPSTAIRS" "tgravityacc_entropy_x" -0.734369683628472
9 "WALKING_UPSTAIRS" "tgravityacc_entropy_y" -0.660090265612153
9 "WALKING_UPSTAIRS" "tgravityacc_entropy_z" -0.711773869798611
9 "WALKING_UPSTAIRS" "tgravityacc_iqr_x" -0.961891714756944
9 "WALKING_UPSTAIRS" "tgravityacc_iqr_y" -0.954830631631944
9 "WALKING_UPSTAIRS" "tgravityacc_iqr_z" -0.926757245868056
9 "WALKING_UPSTAIRS" "tgravityacc_mad_x" -0.959551425659722
9 "WALKING_UPSTAIRS" "tgravityacc_mad_y" -0.951240639513889
9 "WALKING_UPSTAIRS" "tgravityacc_mad_z" -0.921847032229167
9 "WALKING_UPSTAIRS" "tgravityacc_max_x" 0.613698179270833
9 "WALKING_UPSTAIRS" "tgravityacc_max_y" -0.0582706690319306
9 "WALKING_UPSTAIRS" "tgravityacc_max_z" 0.112577502752743
9 "WALKING_UPSTAIRS" "tgravityacc_mean_x" 0.670845545555556
9 "WALKING_UPSTAIRS" "tgravityacc_mean_y" -0.0467446999509028
9 "WALKING_UPSTAIRS" "tgravityacc_mean_z" 0.104353653032743
9 "WALKING_UPSTAIRS" "tgravityacc_min_x" 0.684042398576389
9 "WALKING_UPSTAIRS" "tgravityacc_min_y" -0.0346887721770833
9 "WALKING_UPSTAIRS" "tgravityacc_min_z" 0.0866340220590625
9 "WALKING_UPSTAIRS" "tgravityacc_sma" -0.383766134317014
9 "WALKING_UPSTAIRS" "tgravityacc_std_x" -0.958784666180556
9 "WALKING_UPSTAIRS" "tgravityacc_std_y" -0.949938115208333
9 "WALKING_UPSTAIRS" "tgravityacc_std_z" -0.920554317815972
9 "WALKING_UPSTAIRS" "tgravityaccmag_arcoeff1" -0.176989520315278
9 "WALKING_UPSTAIRS" "tgravityaccmag_arcoeff2" 0.0970062979444444
9 "WALKING_UPSTAIRS" "tgravityaccmag_arcoeff3" 0.0505385238479167
9 "WALKING_UPSTAIRS" "tgravityaccmag_arcoeff4" -0.0572281955868056
9 "WALKING_UPSTAIRS" "tgravityaccmag_energy" -0.762463475302083
9 "WALKING_UPSTAIRS" "tgravityaccmag_entropy" 0.279318626920208
9 "WALKING_UPSTAIRS" "tgravityaccmag_iqr" -0.693648734072917
9 "WALKING_UPSTAIRS" "tgravityaccmag_mad" -0.613478004021181
9 "WALKING_UPSTAIRS" "tgravityaccmag_max" -0.530875153497917
9 "WALKING_UPSTAIRS" "tgravityaccmag_mean" -0.505183470509188
9 "WALKING_UPSTAIRS" "tgravityaccmag_min" -0.819609476076389
9 "WALKING_UPSTAIRS" "tgravityaccmag_sma" -0.505183470509188
9 "WALKING_UPSTAIRS" "tgravityaccmag_std" -0.553038255314792
10 "WALKING_DOWNSTAIRS" "angle(tbodyaccjerkmean)_gravitymean)" -0.003851938755
10 "WALKING_DOWNSTAIRS" "angle(tbodyaccmean_gravity)" 0.00672900927401709
10 "WALKING_DOWNSTAIRS" "angle(tbodygyrojerkmean_gravitymean)" 0.064104052434188
10 "WALKING_DOWNSTAIRS" "angle(tbodygyromean_gravitymean)" -0.0270371066380342
10 "WALKING_DOWNSTAIRS" "angle(x_gravitymean)" -0.530948383162393
10 "WALKING_DOWNSTAIRS" "angle(y_gravitymean)" 0.219369314832479
10 "WALKING_DOWNSTAIRS" "angle(z_gravitymean)" 0.0159855709310385
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_1_16...312" -0.709563249354701
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_1_16...326" -0.719590066764957
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_1_16...340" -0.82707254525641
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_1_24...316" -0.711458384405983
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_1_24...330" -0.705368184837607
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_1_24...344" -0.81572477448718
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_1_8...304" -0.709890264846581
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_1_8...318" -0.781601888675214
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_1_8...332" -0.813388263081197
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_17_24...306" -0.736205554312821
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_17_24...320" -0.7824546125
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_17_24...334" -0.91557588457265
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_17_32...313" -0.702544346960256
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_17_32...327" -0.728523094474359
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_17_32...341" -0.919490605470085
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_25_32...307" -0.761799470482906
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_25_32...321" -0.788020848688034
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_25_32...335" -0.926293966282051
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_25_48...317" -0.749294067884615
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_25_48...331" -0.77462153907265
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_25_48...345" -0.925679805811966
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_33_40...308" -0.830234239111111
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_33_40...322" -0.813489283090171
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_33_40...336" -0.937111508547009
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_33_48...314" -0.832279331324786
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_33_48...328" -0.779578987991026
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_33_48...342" -0.924083597051282
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_41_48...309" -0.835653105299145
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_41_48...323" -0.780766369076923
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_41_48...337" -0.904008683418803
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_49_56...310" -0.903338877435897
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_49_56...324" -0.841037025512821
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_49_56...338" -0.910048142264957
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_49_64...315" -0.910886604145299
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_49_64...329" -0.875634379444444
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_49_64...343" -0.917978341239316
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_57_64...311" -0.925857667649573
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_57_64...325" -0.935250519273504
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_57_64...339" -0.939019438564103
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_9_16...305" -0.800279796880342
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_9_16...319" -0.780195906764957
10 "WALKING_DOWNSTAIRS" "fbodyacc_bandsenergy_9_16...333" -0.926255313034188
10 "WALKING_DOWNSTAIRS" "fbodyacc_energy_x" -0.712285530846154
10 "WALKING_DOWNSTAIRS" "fbodyacc_energy_y" -0.695586979568376
10 "WALKING_DOWNSTAIRS" "fbodyacc_energy_z" -0.807178778974359
10 "WALKING_DOWNSTAIRS" "fbodyacc_entropy_x" 0.0680285346025641
10 "WALKING_DOWNSTAIRS" "fbodyacc_entropy_y" 0.0463103620213675
10 "WALKING_DOWNSTAIRS" "fbodyacc_entropy_z" -0.029202437008547
10 "WALKING_DOWNSTAIRS" "fbodyacc_iqr_x" -0.435259126960983
10 "WALKING_DOWNSTAIRS" "fbodyacc_iqr_y" -0.514461099128205
10 "WALKING_DOWNSTAIRS" "fbodyacc_iqr_z" -0.675600006358974
10 "WALKING_DOWNSTAIRS" "fbodyacc_kurtosis_x" -0.534565059386624
10 "WALKING_DOWNSTAIRS" "fbodyacc_kurtosis_y" -0.660963239752137
10 "WALKING_DOWNSTAIRS" "fbodyacc_kurtosis_z" -0.519333590786325
10 "WALKING_DOWNSTAIRS" "fbodyacc_mad_x" -0.390205460137778
10 "WALKING_DOWNSTAIRS" "fbodyacc_mad_y" -0.396499280268376
10 "WALKING_DOWNSTAIRS" "fbodyacc_mad_z" -0.557874723481197
10 "WALKING_DOWNSTAIRS" "fbodyacc_max_x" -0.514705999726496
10 "WALKING_DOWNSTAIRS" "fbodyacc_max_y" -0.606029724239316
10 "WALKING_DOWNSTAIRS" "fbodyacc_max_z" -0.536200241324786
10 "WALKING_DOWNSTAIRS" "fbodyacc_maxinds_x" -0.724014335363248
10 "WALKING_DOWNSTAIRS" "fbodyacc_maxinds_y" -0.75584045457265
10 "WALKING_DOWNSTAIRS" "fbodyacc_maxinds_z" -0.852728467294872
10 "WALKING_DOWNSTAIRS" "fbodyacc_mean_x" -0.418694276739316
10 "WALKING_DOWNSTAIRS" "fbodyacc_mean_y" -0.380394009936325
10 "WALKING_DOWNSTAIRS" "fbodyacc_mean_z" -0.572754894505128
10 "WALKING_DOWNSTAIRS" "fbodyacc_meanfreq_x" -0.198237467184402
10 "WALKING_DOWNSTAIRS" "fbodyacc_meanfreq_y" 0.088899044042735
10 "WALKING_DOWNSTAIRS" "fbodyacc_meanfreq_z" 0.126955803301549
10 "WALKING_DOWNSTAIRS" "fbodyacc_min_x" -0.77878035851282
10 "WALKING_DOWNSTAIRS" "fbodyacc_min_y" -0.831709642273504
10 "WALKING_DOWNSTAIRS" "fbodyacc_min_z" -0.866103014273504
10 "WALKING_DOWNSTAIRS" "fbodyacc_skewness_x" -0.184225695778718
10 "WALKING_DOWNSTAIRS" "fbodyacc_skewness_y" -0.34664726262094
10 "WALKING_DOWNSTAIRS" "fbodyacc_skewness_z" -0.285498130794872
10 "WALKING_DOWNSTAIRS" "fbodyacc_sma" -0.371547193654615
10 "WALKING_DOWNSTAIRS" "fbodyacc_std_x" -0.429098457335897
10 "WALKING_DOWNSTAIRS" "fbodyacc_std_y" -0.430554427691538
10 "WALKING_DOWNSTAIRS" "fbodyacc_std_z" -0.537241875010256
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_1_16...391" -0.746380853290598
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_1_16...405" -0.786457059230769
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_1_16...419" -0.903339009871795
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_1_24...395" -0.703579151223932
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_1_24...409" -0.726152827141026
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_1_24...423" -0.900920478290598
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_1_8...383" -0.760676465626923
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_1_8...397" -0.792226022534188
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_1_8...411" -0.912623338162393
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_17_24...385" -0.756287005894444
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_17_24...399" -0.730836847534188
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_17_24...413" -0.917898891111111
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_17_32...392" -0.701295165252137
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_17_32...406" -0.708190947384188
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_17_32...420" -0.922100171581197
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_25_32...386" -0.760552023726496
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_25_32...400" -0.797641232418803
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_25_32...414" -0.926433722051282
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_25_48...396" -0.699195872598291
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_25_48...410" -0.783106291717949
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_25_48...424" -0.927051361068376
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_33_40...387" -0.840958568089744
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_33_40...401" -0.840527208760684
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_33_40...415" -0.94103805465812
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_33_48...393" -0.815421104444444
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_33_48...407" -0.766975473982906
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_33_48...421" -0.927941826367521
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_41_48...388" -0.811039417393162
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_41_48...402" -0.75803508357265
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_41_48...416" -0.910753391837607
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_49_56...389" -0.894387523760684
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_49_56...403" -0.858378071666667
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_49_56...417" -0.892938312948718
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_49_64...394" -0.890547110683761
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_49_64...408" -0.869079778717949
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_49_64...422" -0.893114119188034
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_57_64...390" -0.970674518034188
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_57_64...404" -0.943179421487179
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_57_64...418" -0.953730457948718
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_9_16...384" -0.771173586923077
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_9_16...398" -0.818471838504274
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_bandsenergy_9_16...412" -0.923251449316239
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_energy_x" -0.703582302395299
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_energy_y" -0.724893289123932
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_energy_z" -0.913258952564103
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_entropy_x" 0.0257754781196581
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_entropy_y" -0.00366463465811966
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_entropy_z" -0.168380019333333
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_iqr_x" -0.390697049146752
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_iqr_y" -0.575876329354273
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_iqr_z" -0.691286616991026
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_kurtosis_x" -0.667397192294872
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_kurtosis_y" -0.829559410897436
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_kurtosis_z" -0.85028002865812
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_mad_x" -0.338635675147009
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_mad_y" -0.457595653975769
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_mad_z" -0.696209404149573
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_max_x" -0.522871834353889
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_max_y" -0.567939937188462
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_max_z" -0.76601128708547
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_maxinds_x" -0.452307692307692
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_maxinds_y" -0.38991452991453
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_maxinds_z" -0.244786324786325
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_mean_x" -0.436761689484615
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_mean_y" -0.450402445118248
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_mean_z" -0.654781895967094
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_meanfreq_x" -0.0856086178596154
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_meanfreq_y" -0.181063512296154
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_meanfreq_z" -0.0208108510961538
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_min_x" -0.803737843547009
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_min_y" -0.783352924304274
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_min_z" -0.822802583632479
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_skewness_x" -0.260178293291453
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_skewness_y" -0.401088102064103
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_skewness_z" -0.529837180747863
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_sma" -0.424129287318419
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_std_x" -0.444119132470983
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_std_y" -0.451626571504701
10 "WALKING_DOWNSTAIRS" "fbodyaccjerk_std_z" -0.726013573974359
10 "WALKING_DOWNSTAIRS" "fbodyaccmag_energy" -0.743595324918803
10 "WALKING_DOWNSTAIRS" "fbodyaccmag_entropy" 0.0378849999786325
10 "WALKING_DOWNSTAIRS" "fbodyaccmag_iqr" -0.58309503065
10 "WALKING_DOWNSTAIRS" "fbodyaccmag_kurtosis" -0.685665068115385
10 "WALKING_DOWNSTAIRS" "fbodyaccmag_mad" -0.460523580509402
10 "WALKING_DOWNSTAIRS" "fbodyaccmag_max" -0.684534464149573
10 "WALKING_DOWNSTAIRS" "fbodyaccmag_maxinds" -0.742705569576923
